h_type	date	adress	loc	num_floor	unit_per_floor	north	sought	west	east	floor	area	num_sleep	tel	kitch	service	floor_covering	open	parking	warehouse	balcony	equipment	age	statuse	view	doc_status	nearby		price	unit_price
آپارتمان	1400/10/20	ظفر نونهالان خ حیدری	3	4	1	0	1	1	0	مختلف	75	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_پکیج_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5250000000	70000000
آپارتمان	1400/10/20	میرداماد خ اطلسی	3	7	3	0	1	1	0	3	160	3	2	هایگلاس	فرنگی	پارکت	1	1	1	1	شوفاژ_کولر_آسانسور_حیاط_زیر زمین_مستخدم_گاز	16	مسکونی	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_12000000000	75000000
آپارتمان	1400/10/20	ونك ده ونك خ صابری خ حسینیه	3	5	2	1	0	0	0	4	93	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_گاز	4	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5580000000	60000000
آپارتمان	1400/10/20	ملاصدرا خ خوارزمی	3	3	1	0	1	0	0	همكف	78	2	1	هایگلاس	ايراني فرنگي	سراميک	1	0	1	0	شوفاژ_کولر_گاز	30	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_4000000000	51280000
آپارتمان	1400/10/20	شیخ بهائی شمالی بالاتر از بن بست عبیدزاكانی	3	5	2	1	0	0	0	همكف	118	2	1	هایگلاس	ايراني فرنگي	سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	17	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7300000000	61860000
آپارتمان	1400/10/19	پاسداران نبش خ كوهستان	3	5	2	1	0	0	0	5	83	1	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	1	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7096500000	85500000
آپارتمان	1400/10/19	دیباجی جنوبی خ تسلیمی ك زاور	3	4	1	1	0	0	0	مختلف	55	1	1	MDF	ايرانی	سراميک	1	1	0	0	کولر_آسانسور_چیلر_گاز	نوساز	تخلیه	سنگ	دردست اقدام	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_3850000000	70000000
آپارتمان	1400/10/19	ولیعصر نرسیده به پارك وی	3	5	2	1	0	0	0	1	130	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	23	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_8450000000	65000000
آپارتمان	1400/10/19	سئول نیایش مجتمع فجر	3	4	3	1	1	0	0	4	125	2	1	MDF	ايرانی	موکت	1	0	1	0	شوفاژ_کولر_گاز	30	مسکونی	آجر سه سانت	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5625000000	45000000
آپارتمان	1400/10/19	دولت خ نعمتی ك زارع	3	5	2	1	0	0	0	5	85	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور	17	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_4930000000	58000000
آپارتمان	1400/10/19	پاسداران خ بهستان	3	3	2	1	1	0	0	2	238	3	1	MDF	ايراني فرنگي	پارکت	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	12	مسکونی	آجر	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_28560000000	120000000
آپارتمان	1400/10/19	میرداماد خ نسا	3	6	1	1	1	0	0	3	155	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز	1	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_13500000000	87096000
آپارتمان	1400/10/19	ظفر زرگنده خ دلیری	3	4	1	0	1	0	0	3	60	2	1	MDF	ايراني فرنگي	سراميک	1	0	1	0	شوفاژ_کولر_گاز	14	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_3300000000	55000000
آپارتمان	1400/10/19	شریغتی نرسیده به ك كامیار	3	4	2	1	0	0	0	3	80	2	1	MDF	ايرانی	سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	5	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6960000000	87000000
آپارتمان	1400/10/19	پاسداران خ بوستان	3	5	2	1	0	0	0	4	160	3	1	MDF	ايرانی	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	8	اجاره	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_12320000000	77000000
آپارتمان	1400/10/19	ظفر خ فرید افشار	3	5	3	0	1	0	0	1	75	2	1	MDF	ايراني فرنگي	لامنيت	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	16	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_4875000000	65000000
آپارتمان	1400/10/19	شیخ بهائی جنوبی شهرك والفجر	3	3	1	1	0	0	0	1	138	3	1	MDF	ايراني فرنگي	سراميک	1	0	1	1	شوفاژ_کولر_گاز	240	22	اجاره	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7300000000	52898000
آپارتمان	1400/10/18	پاسداران خ بهارستان چهارم	3	3	1	0	1	0	1	2	52	1	1	MDF	ايرانی	سنگ	1	0	1	0	کولر_گاز	1	اجاره	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_2860000000	55000000
آپارتمان	1400/10/18	پاسداران سه راه ضرابخانه خ سروستان	3	5	1	1	1	0	0	2	115	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7590000000	66000000
آپارتمان	1400/10/18	بزرگراه صدر خ خانجانی	3	3	1	0	1	0	0	1	45	0	1	MDF	ايرانی	سنگ	1	0	0	1	کولر_گاز	16	مسکونی	رومي	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_1600000000	35555000
آپارتمان	1400/10/18	شریعتی بالاتر از میرداماد	3	5	2	0	1	0	0	3	96	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور	19	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5400000000	56250000
آپارتمان	1400/10/18	ظفر زرگنده	3	4	2	1	0	0	0	1	100	2	2	MDF	ايرانی	سراميک	1	1	1	0	شوفاژ_کولر_گاز	30	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_4000000000	40000000
آپارتمان	1400/10/18	شریعتی روبروی ظفر	3	5	2	1	0	0	0	5	130	2	1	نا مشخص	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_گاز	7	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_11050000000	85000000
آپارتمان	1400/10/18	دولت خ عین آبادی	3	5	2	1	1	0	0	5	147	3	1	MDF	فرنگی	لامنيت	1	1	1	1	کولر_آسانسور_استخر_سونا_جکوزی	17	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_9849000000	67000000
آپارتمان	1400/10/18	دولت خ كیكاووس	3	4	1	0	1	0	1	2	111	3	1	MDF	ايراني فرنگي	سراميک	1	0	1	1	شوفاژ_کولر_گاز	245	30	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5352000000	48210000
آپارتمان	1400/10/18	دروس بلوار شهرزاد خ پابرجا	3	4	2	1	0	0	0	2	67	1	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	7	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6750000000	100746000
آپارتمان	1400/10/18	دروس بلوار شهرزاد	3	5	1	0	1	0	0	زیرهمكف	106	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	19	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5500000000	51886000
آپارتمان	1400/10/18	پاسداران نرسیده به خ گلستان هشتم	3	14	4	1	1	0	0	13	210	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_چیلر_گاز	نوساز	تخلیه	کامپوزيت	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_31500000000	150000000
آپارتمان	1400/10/18	دیباجی جنوبی خ مژگان	3	4	1	1	0	0	0	4	139	3	1	MDF	ايراني فرنگي	پارکت	1	1	1	0	شوفاژ_کولر_گاز	300	30	اجاره	آجر سه سانت	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_8400000000	60431000
آپارتمان	1400/10/18	دروس خ قبا ك بهشت	3	5	2	0	1	0	0	5	122	3	2	MDF	ايرانی	سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	14	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7320000000	60000000
آپارتمان	1400/10/18	پاسداران میدان فرخی یزدی	3	4	1	0	1	0	0	همكف	120	2	1	MDF	ايراني فرنگي	سنگ	1	0	0	1	شوفاژ_کولر_آسانسور_گاز	1	تخلیه	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_9600000000	80000000
آپارتمان	1400/10/18	اختیاریه شمالی خ عابدینی زاده	3	4	1	0	1	0	0	زیرهمكف	75	1	1	MDF	ايرانی	پارکت	1	0	1	0	کولر_گاز	25	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_2950000000	39333000
آپارتمان	1400/10/18	دروس خ یار محمدی	3	4	1	1	0	0	0	2	124	3	2	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز	18	مسکونی	رومي	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_12400000000	100000000
آپارتمان	1400/10/18	قلهك خ یخچال خ یاسمن	3	4	1	0	1	0	0	3و4	122	2	1	MDF	ايراني فرنگي	سراميک	1	1	0	0	کولر_آسانسور_پکیج_گاز	2	تخلیه	آجر	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6100000000	50000000
آپارتمان	1400/10/18	ظفر زرگنده خ عمرانی	3	4	2	0	1	0	0	4	52	1	1	MDF	ايراني فرنگي	سراميک	1	0	1	1	شوفاژ_کولر_گاز	27	اجاره	آجر	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_2000000000	38461000
آپارتمان	1400/10/18	دیباجی جنوبی خ منظریه جنوبی	3	4	4	0	1	0	0	2	173	3	1	MDF	ايراني فرنگي	سنگ سراميک	0	1	1	1	شوفاژ_کولر_آسانسور_گاز	27	تخلیه	آجر سه سانت	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_9100000000	52601000
آپارتمان	1400/10/18	شیخ بهائی شمالی خ امدادغربی	3	4	1	1	1	0	0	3	100	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_فن کوئر_آسانسور_گاز	نوساز	تخلیه	سنگ	دردست اقدام	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_10000000000	100000000
آپارتمان	1400/10/18	جردن نرسیده به ك لیدا	3	4	1	0	1	0	0	3	280	5	2	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	30	اجاره	رومي	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_19600000000	70000000
آپارتمان	1400/10/18	شیخ بهائی شمالی خ كولیوند	3	5	3	0	1	0	0	4	85	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_گاز	2	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6500000000	76470000
آپارتمان	1400/10/18	شیخ بهائی شمالی خ اوستا	3	4	2	1	0	0	0	1	110	2	1	MDF	ايرانی	سنگ	1	1	1	0	کولر_پکیج_گاز	14	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5500000000	50000000
آپارتمان	1400/10/18	جردن نرسیده به خ سعیدی	3	5	4	0	1	0	0	1	62	1	1	MDF	ايراني فرنگي	سنگ	1	1	0	0	شوفاژ_کولر_آسانسور_گاز	15	تخلیه	سنگ و شيشه	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_4900000000	79032000
آپارتمان	1400/10/18	گاندی نرسیده به خ 33	3	6	1	0	1	0	0	زیرهمكف	73	2	1	MDF	ايرانی	سراميک	1	0	0	0	شوفاژ_کولر_آسانسور_گاز	18	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_3200000000	43835000
آپارتمان	1400/10/15	دیباجی جنوبی خ برادران جوزی	3	5	4	0	1	0	0	5	112	2	1	MDF	ايراني فرنگي	لامنيت	1	1	1	1	شوفاژ_کولر_آسانسور	14	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6400000000	57142000
آپارتمان	1400/10/15	جردن نرسیده به خ یزدان پناه	3	4	4	1	1	0	0	4	95	3	1	MDF	ايراني فرنگي	پارکت	1	1	1	1	شوفاژ_کولر_گاز	23	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6500000000	68421000
آپارتمان	1400/10/15	سئول نیایش	3	4	2	1	1	0	0	2	129	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_گاز	25	تخلیه	سنگ	قولنامه اي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6450000000	50000000
آپارتمان	1400/10/15	ملاصدرا شیراز جنوبی	3	5	2	0	1	0	0	4	150	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_چیلر_گاز	نوساز	تخلیه	آجر	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_16500000000	110000000
آپارتمان	1400/10/15	دولت خ كیكاووس	3	5	4	0	1	0	0	1	86	2	1	MDF	فرنگی	سراميک	0	1	1	1	کولر_آسانسور_پکیج_گاز	نوساز	اجاره	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6880000000	80000000
آپارتمان	1400/10/15	ونك ده ونك خ مجید پور	3	7	1	0	1	0	0	4	112	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	نوساز	اجاره	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7056000000	63000000
آپارتمان	1400/10/15	پاسداران سه راه ضرابخانه خ سروستان	3	4	1	0	1	0	1	4	92	2	1	چوبي	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6900000000	75000000
آپارتمان	1400/10/15	پاسداران بالاتراز چهارراه پاسداران	3	4	1	1	1	0	0	3	68	1	1	چوبي	ايراني فرنگي	سراميک	1	0	1	1	کولر_پکیج_گاز	22	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_3300000000	48529000
آپارتمان	1400/10/15	پاسداران خ گلستان	3	6	1	1	0	0	0	زیر همكف	90	1	1	MDF	ايراني فرنگي	پارکت	1	0	0	0	شوفاژ_کولر_گاز	18	اجاره	سيمان	اوقافي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_3600000000	40000000
آپارتمان	1400/10/15	پاسداران خ بوستان دوم	3	5	1	0	1	0	0	1	190	3	1	چوبي	ايراني فرنگي	پارکت	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	12	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_13000000000	68421000
آپارتمان	1400/10/15	اختیاریه شمالی خ عابدینی زاده	3	4	1	1	1	0	0	2	96	2	1	MDF	ايراني فرنگي	سنگ	1	0	1	0	شوفاژ_کولر_گاز	26	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5000000000	52083000
آپارتمان	1400/10/15	پاسداران خ نگارستان	3	4	1	0	1	0	0	3	125	2	1	MDF	ايرانی	سراميک	1	1	1	1	کولر_آسانسور_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_9750000000	78000000
آپارتمان	1400/10/15	دیباجی جنوبی خ جوزی	3	5	4	1	0	0	0	1	105	2	1	MDF	فرنگی	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	14	مسکونی	کنيتکس	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6090000000	58000000
آپارتمان	1400/10/15	ظفر خ آرش شرقی	3	5	4	0	1	0	0	2	80	1	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_گاز	9	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_4560000000	57000000
آپارتمان	1400/10/15	ظفر نونهالان خ دلیری	3	3	1	0	1	0	0	1و-1	140	4	2	MDF	ايراني فرنگي	سنگ	1	1	1	0	شوفاژ_کولر_گاز	20	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6300000000	60000000
آپارتمان	1400/10/15	میرداماد نرسیده به خ بهزاد حصاری	3	5	2	1	0	0	0	1	87	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	13	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6525000000	75000000
آپارتمان	1400/10/15	دروس نرسیده به صالح حسینی	3	7	2	1	1	0	0	2	320	4	1	MDF	ايراني فرنگي	سنگ دهبيد	1	1	1	1	آسانسور_استخر_چیلر_سونا_جکوزی_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_46400000000	145000000
آپارتمان	1400/10/15	شیخ بهائی جنوبی خ ایران شناسی	3	5	2	0	1	0	0	2	136	3	0	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_9520000000	70000000
آپارتمان	1400/10/15	شیخ بهایی شمالی نرسیده به میدان پیروزان	3	5	2	1	1	0	0	3	150	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	11	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_10200000000	68000000
آپارتمان	1400/10/15	ظفر زرگنده خ خاقانی	3	7	8	0	1	0	0	3	48	1	0	MDF	ايراني فرنگي	دلخواه	1	1	1	1	کولر_آسانسور_پکیج_گاز	نوساز	تخلیه	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_3360000000	70000000
آپارتمان	1400/10/15	ظفر زرگنده خ خاقانی	3	7	8	0	1	0	0	3	65	2	0	دلخواه	ايراني فرنگي	دلخواه	0	1	1	1	کولر_آسانسور_پکیج_گاز	نوساز	تخلیه	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_4550000000	70000000
آپارتمان	1400/10/15	ظفر زرگنده خ خاقانی	3	7	8	0	1	0	0	مختلف	54	1	0	MDF	ايراني فرنگي	دلخواه	0	1	1	1	کولر_آسانسور_گاز	نوساز	تخلیه	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_3780000000	70000000
آپارتمان	1400/10/15	شریعتی خ خاقانی	3	7	8	0	1	0	0	مختلف	100	2	0	MDF	ايراني فرنگي	دلخواه	0	1	1	1	کولر_آسانسور_پکیج_گاز	نوساز	تخلیه	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7000000000	70000000
آپارتمان	1400/10/15	ظفر زرگنده خ خاقانی	3	7	8	0	1	0	0	4	80	2	0	MDF	ايراني فرنگي	دلخواه	0	1	1	1	کولر_آسانسور_پکیج_گاز	نوساز	تخلیه	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5600000000	70000000
آپارتمان	1400/10/15	قلهك خ یخچال	3	5	2	0	1	0	0	3	100	2	1	چوبي	ايرانی	سنگ	1	1	1	1	آسانسور_پکیج	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_12000000000	120000000
آپارتمان	1400/10/15	پاسداران خ گلستان	3	5	2	0	1	0	0	5	230	4	3	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	14	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_16330000000	71000000
آپارتمان	1400/10/15	ظفر زرگنده خ دانشگر	3	5	3	1	0	0	0	2	82	2	1	هایگلاس	ايراني فرنگي	سراميک	1	1	0	1	شوفاژ_کولر_آسانسور_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5330000000	65000000
آپارتمان	1400/10/15	ظفر زرگنده خ دلیری	3	3	1	1	1	0	0	1	71	2	1	MDF	ايراني فرنگي	سراميک	1	0	1	1	کولر_پکیج_گاز	21	مسکونی	سيمان	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_3450000000	48591000
آپارتمان	1400/10/15	ظفر خ عمرانی	3	4	3	1	0	0	0	1	50	1	1	فلزي	ايرانی	سراميک	1	0	0	0	کولر_گاز	22	تخلیه	آجر	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_2250000000	45000000
آپارتمان	1400/10/15	جردن نرسیده به خ سرو	3	4	2	1	0	0	0	3	120	2	1	فرنيش	ايراني فرنگي	لامنيت	1	1	1	1	شوفاژ_کولر_گاز	19	تخلیه	آجر	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7800000000	65000000
آپارتمان	1400/10/15	گاندی جنوبی خ هفدهم	3	5	4	0	1	0	0	4	77	1	1	MDF	ايراني فرنگي	پارکت	1	1	1	1	کولر_آسانسور_گاز	12	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_4400000000	57150000
آپارتمان	1400/10/15	ملاصدرا خ جویبار	3	15	6	1	0	0	0	1	131	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	18	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7074000000	54000000
آپارتمان	1400/10/14	دروس نرسیده به خ سوری	3	6	2	0	1	1	0	6	160	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	20	مسکونی	آجر	اوقافي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_11200000000	70000000
